location_id,type_id,quantity,price,inferred_at
1022167642188,438,1,2446000.00,2026-06-26T22:26:28Z
1022167642188,519,1,1158000.00,2026-06-26T22:26:28Z
1022167642188,527,1,1230000.00,2026-06-26T22:26:28Z
1022167642188,598,1,700000.00,2026-06-26T22:26:28Z
1022167642188,1541,2,920100.00,2026-06-26T22:26:28Z
1022167642188,1999,1,954000.00,2026-06-26T22:26:28Z
1022167642188,2048,1,587400.00,2026-06-26T22:26:28Z
1022167642188,2205,8,565000.00,2026-06-26T22:26:28Z
1022167642188,2281,2,2000000.00,2026-06-26T22:26:28Z
1022167642188,2605,1,325000.00,2026-06-26T22:26:28Z
1022167642188,2605,1,379700.00,2026-06-26T22:26:28Z
1022167642188,2613,800,77.90,2026-06-26T22:26:28Z
1022167642188,2817,300,65.00,2026-06-26T22:26:28Z
1022167642188,2977,4,783700.00,2026-06-26T22:26:28Z
1022167642188,3033,8,995600.00,2026-06-26T22:26:28Z
1022167642188,3244,2,1154000.00,2026-06-26T22:26:28Z
1022167642188,3841,3,750000.00,2026-06-26T22:26:28Z
1022167642188,3888,1,1107000.00,2026-06-26T22:26:28Z
1022167642188,4025,1,98000.00,2026-06-26T22:26:28Z
1022167642188,5839,4,3918000.00,2026-06-26T22:26:28Z
1022167642188,5971,1,50640.00,2026-06-26T22:26:28Z
1022167642188,10631,3,990000.00,2026-06-26T22:26:28Z
1022167642188,11134,1,98000.00,2026-06-26T22:26:28Z
1022167642188,11371,1,25680000.00,2026-06-26T22:26:28Z
1022167642188,11578,1,5000000.00,2026-06-26T22:26:28Z
1022167642188,11963,1,167900000.00,2026-06-26T22:26:28Z
1022167642188,16273,700,550.00,2026-06-26T22:26:28Z
1022167642188,18639,1,44280.00,2026-06-26T22:26:28Z
1022167642188,21096,1,3200000.00,2026-06-26T22:26:28Z
1022167642188,21898,580,582.20,2026-06-26T22:26:28Z
1022167642188,21906,500,599.80,2026-06-26T22:26:28Z
1022167642188,21924,500,639.00,2026-06-26T22:26:28Z
1022167642188,21939,500,699.90,2026-06-26T22:26:28Z
1022167642188,22291,1,2500000.00,2026-06-26T22:26:28Z
1022167642188,24471,600,79.95,2026-06-26T22:26:28Z
1022167642188,24473,300,93.70,2026-06-26T22:26:28Z
1022167642188,24475,200,49.66,2026-06-26T22:26:28Z
1022167642188,24495,1065,93.92,2026-06-26T22:26:28Z
1022167642188,24499,800,98.96,2026-06-26T22:26:28Z
1022167642188,27321,300,954.00,2026-06-26T22:26:28Z
1022167642188,27361,800,974.60,2026-06-26T22:26:28Z
1022167642188,27381,119,1003.00,2026-06-26T22:26:28Z
1022167642188,27387,1065,972.30,2026-06-26T22:26:28Z
1022167642188,28646,1,7899000.00,2026-06-26T22:26:28Z
1022167642188,28668,140,27890.00,2026-06-26T22:26:28Z
1022167642188,30486,8,695600.00,2026-06-26T22:26:28Z
1022167642188,30488,8,625500.00,2026-06-26T22:26:28Z
1022167642188,31117,78,126600.00,2026-06-26T22:26:28Z
1022167642188,31167,2,21010000.00,2026-06-26T22:26:28Z
1022167642188,31177,1,155000.00,2026-06-26T22:26:28Z
1022167642188,31358,1,848600.00,2026-06-26T22:26:28Z
1022167642188,31592,1,7076000.00,2026-06-26T22:26:28Z
1022167642188,31608,1,331900.00,2026-06-26T22:26:28Z
1022167642188,31686,1,3204000.00,2026-06-26T22:26:28Z
1022167642188,31716,1,115900.00,2026-06-26T22:26:28Z
1022167642188,31752,1,87060.00,2026-06-26T22:26:28Z
1022167642188,33076,2,89000.00,2026-06-26T22:26:28Z
1022167642188,33332,45,22490.00,2026-06-26T22:26:28Z
1022167642188,35660,1,75000.00,2026-06-26T22:26:28Z
1022167642188,11196,1,25790000.00,2026-06-26T22:32:48Z
1022167642188,58966,2,2340000.00,2026-06-26T22:32:48Z
1022167642188,4405,1,2800000.00,2026-06-26T22:37:47Z
1022167642188,12777,30000,314.00,2026-06-26T22:37:47Z
1022167642188,23705,100,115000.00,2026-06-26T22:37:47Z
1022167642188,31011,1,1681000.00,2026-06-26T22:37:47Z
1022167642188,31055,1,1648000.00,2026-06-26T22:37:47Z
1022167642188,31360,1,6180000.00,2026-06-26T22:37:47Z
1022167642188,37483,1,48000000.00,2026-06-26T22:37:47Z
1022167642188,28576,1,815300.00,2026-06-26T22:43:10Z
1022167642188,28672,20,3298000.00,2026-06-26T22:43:10Z
1022167642188,2679,10000,110.00,2026-06-26T22:48:10Z
1022167642188,8529,1,170200.00,2026-06-26T22:48:10Z
1022167642188,8529,74,92160.00,2026-06-26T22:48:10Z
1022167642188,12608,20000,63.99,2026-06-26T22:48:10Z
1022167642188,12818,20,169400.00,2026-06-26T22:48:10Z
1022167642188,17938,88,38570.00,2026-06-26T22:48:10Z
1022167642188,24486,430160,129.40,2026-06-26T22:48:10Z
1022167642188,30013,23,50000.00,2026-06-26T22:48:10Z
1022167642188,30013,400,15490.00,2026-06-26T22:48:10Z
1022167642188,40335,41,28290.00,2026-06-26T22:48:10Z
1022167642188,57319,1,41190000.00,2026-06-26T22:48:10Z
1022167642188,1978,1,1486000.00,2026-06-26T22:53:10Z
1022167642188,5975,402,22510.00,2026-06-26T22:53:10Z
1022167642188,9943,1,10500000.00,2026-06-26T22:53:10Z
1022167642188,26929,188,126600.00,2026-06-26T22:53:10Z
1022167642188,28999,1,21230.00,2026-06-26T22:53:10Z
1022167642188,29001,1,24750.00,2026-06-26T22:53:10Z
1022167642188,35660,121,75000.00,2026-06-26T22:53:10Z
1022167642188,41155,284,14500.00,2026-06-26T22:53:10Z
1022167642188,41155,381,32640.00,2026-06-26T22:53:10Z
1022167642188,58919,17,59170.00,2026-06-26T22:53:10Z
1022167642188,488,7,69000.00,2026-06-26T22:58:10Z
1022167642188,2048,1,587200.00,2026-06-26T22:58:10Z
1022167642188,2185,4,1044000.00,2026-06-26T22:58:10Z
1022167642188,2456,6,444400.00,2026-06-26T22:58:10Z
1022167642188,5403,1,49650.00,2026-06-26T22:58:10Z
1022167642188,5933,1,132100.00,2026-06-26T22:58:10Z
1022167642188,5973,1,510500.00,2026-06-26T22:58:10Z
1022167642188,6003,1,26440.00,2026-06-26T22:58:10Z
1022167642188,16242,1,1000000.00,2026-06-26T22:58:10Z
1022167642188,29011,1,38330.00,2026-06-26T22:58:10Z
1022167642188,31680,1,280000.00,2026-06-26T22:58:10Z
1022167642188,33890,2,504800.00,2026-06-26T22:58:10Z
1022167642188,183,200,35.00,2026-06-26T23:03:10Z
1022167642188,183,800,21.65,2026-06-26T23:03:10Z
1022167642188,597,1,815500.00,2026-06-26T23:03:10Z
1022167642188,634,1,16400000.00,2026-06-26T23:03:10Z
1022167642188,1236,1,593100.00,2026-06-26T23:03:10Z
1022167642188,1447,1,775500.00,2026-06-26T23:03:10Z
1022167642188,2032,2,643800.00,2026-06-26T23:03:10Z
1022167642188,2048,2,587200.00,2026-06-26T23:03:10Z
1022167642188,2488,5,534900.00,2026-06-26T23:03:10Z
1022167642188,4787,1,39750.00,2026-06-26T23:03:10Z
1022167642188,6005,1,65000.00,2026-06-26T23:03:10Z
1022167642188,6073,1,129900.00,2026-06-26T23:03:10Z
1022167642188,8175,1,7248.00,2026-06-26T23:03:10Z
1022167642188,11229,1,870800.00,2026-06-26T23:03:10Z
1022167642188,11269,1,895000.00,2026-06-26T23:03:10Z
1022167642188,11319,1,500100.00,2026-06-26T23:03:10Z
1022167642188,11370,1,2810000.00,2026-06-26T23:03:10Z
1022167642188,16391,1,712900.00,2026-06-26T23:03:10Z
1022167642188,16441,3,78140.00,2026-06-26T23:03:10Z
1022167642188,23707,5,41980.00,2026-06-26T23:03:10Z
1022167642188,28668,100,27890.00,2026-06-26T23:03:10Z
1022167642188,31107,1,1727000.00,2026-06-26T23:03:10Z
1022167642188,31177,2,155000.00,2026-06-26T23:03:10Z
1022167642188,31370,1,279000.00,2026-06-26T23:03:10Z
1022167642188,31372,2,1979000.00,2026-06-26T23:03:10Z
1022167642188,35659,1,74980.00,2026-06-26T23:03:10Z
1022167642188,46005,1,4126000.00,2026-06-26T23:03:10Z
1022167642188,448,8,1592000.00,2026-06-26T23:08:10Z
1022167642188,519,4,1158000.00,2026-06-26T23:08:10Z
1022167642188,519,20,1157000.00,2026-06-26T23:08:10Z
1022167642188,1335,18,200000.00,2026-06-26T23:08:10Z
1022167642188,2913,14,2350000.00,2026-06-26T23:08:10Z
1022167642188,2913,40,2159000.00,2026-06-26T23:08:10Z
1022167642188,5973,1,510500.00,2026-06-26T23:08:10Z
1022167642188,12267,9,3296000.00,2026-06-26T23:08:10Z
1022167642188,12777,24163,314.00,2026-06-26T23:08:10Z
1022167642188,21896,13500,850.00,2026-06-26T23:08:10Z
1022167642188,21922,9009,875.00,2026-06-26T23:08:10Z
1022167642188,24499,2000,98.96,2026-06-26T23:08:10Z
1022167642188,24702,1,68000000.00,2026-06-26T23:08:10Z
1022167642188,24702,8,68500000.00,2026-06-26T23:08:10Z
1022167642188,28668,450,27890.00,2026-06-26T23:08:10Z
1022167642188,33915,4,804700.00,2026-06-26T23:08:10Z
1022167642188,33915,5,804800.00,2026-06-26T23:08:10Z
1022167642188,35660,9,115100.00,2026-06-26T23:08:10Z
1022167642188,15479,1,2536000.00,2026-06-26T23:13:10Z
1022167642188,28678,1,2300000.00,2026-06-26T23:13:10Z
1022167642188,46003,1,13990000.00,2026-06-26T23:13:10Z
1022167642188,91932,1,15200000.00,2026-06-26T23:13:10Z
1022167642188,91962,1,3000000.00,2026-06-26T23:13:10Z
1022167642188,527,1,1229000.00,2026-06-26T23:18:09Z
1022167642188,1335,6,200000.00,2026-06-26T23:18:09Z
1022167642188,2048,1,587200.00,2026-06-26T23:18:09Z
1022167642188,3146,6,2600000.00,2026-06-26T23:18:09Z
1022167642188,3244,1,1153000.00,2026-06-26T23:18:09Z
1022167642188,5443,1,169500.00,2026-06-26T23:18:09Z
1022167642188,12785,1300,137.90,2026-06-26T23:18:09Z
1022167642188,12789,8056,106.00,2026-06-26T23:18:09Z
1022167642188,23025,3460,913.70,2026-06-26T23:18:09Z
1022167642188,33151,1,168800000.00,2026-06-26T23:18:09Z
1022167642188,33896,3,19990000.00,2026-06-26T23:18:09Z
1022167642188,35659,1,74980.00,2026-06-26T23:18:09Z
1022167642188,593,1,675000.00,2026-06-26T23:23:10Z
1022167642188,4405,1,3000000.00,2026-06-26T23:23:10Z
1022167642188,10190,2,988900.00,2026-06-26T23:23:10Z
1022167642188,10631,3,990000.00,2026-06-26T23:23:10Z
1022167642188,11134,1,98000.00,2026-06-26T23:23:10Z
1022167642188,11311,1,499800.00,2026-06-26T23:23:10Z
1022167642188,12608,3164,63.99,2026-06-26T23:23:10Z
1022167642188,12612,800,45.00,2026-06-26T23:23:10Z
1022167642188,12614,1200,41.05,2026-06-26T23:23:10Z
1022167642188,12625,2404,63.71,2026-06-26T23:23:10Z
1022167642188,21640,10,949000.00,2026-06-26T23:23:10Z
1022167642188,21898,1000,582.20,2026-06-26T23:23:10Z
1022167642188,21924,1000,639.00,2026-06-26T23:23:10Z
1022167642188,24475,843,49.66,2026-06-26T23:23:10Z
1022167642188,28336,1000,657.90,2026-06-26T23:23:10Z
1022167642188,28668,70,27890.00,2026-06-26T23:23:10Z
1022167642188,30987,2,548800.00,2026-06-26T23:23:10Z
1022167642188,31009,1,666700.00,2026-06-26T23:23:10Z
1022167642188,31045,1,485400.00,2026-06-26T23:23:10Z
1022167642188,31177,1,155000.00,2026-06-26T23:23:10Z
1022167642188,31674,1,2233000.00,2026-06-26T23:23:10Z
1022167642188,35658,1,286200.00,2026-06-26T23:23:10Z
1022167642188,73794,1,18710000.00,2026-06-26T23:23:10Z
1022167642188,183,1000,35.00,2026-06-26T23:28:10Z
1022167642188,438,1,2446000.00,2026-06-26T23:28:10Z
1022167642188,597,1,815500.00,2026-06-26T23:28:10Z
1022167642188,608,1,1499000.00,2026-06-26T23:28:10Z
1022167642188,2048,1,587200.00,2026-06-26T23:28:10Z
1022167642188,3074,3,812000.00,2026-06-26T23:28:10Z
1022167642188,4027,1,87320.00,2026-06-26T23:28:10Z
1022167642188,4787,1,39750.00,2026-06-26T23:28:10Z
1022167642188,5405,1,37660.00,2026-06-26T23:28:10Z
1022167642188,5839,1,3837000.00,2026-06-26T23:28:10Z
1022167642188,6005,1,65000.00,2026-06-26T23:28:10Z
1022167642188,8175,1,7248.00,2026-06-26T23:28:10Z
1022167642188,10190,1,988900.00,2026-06-26T23:28:10Z
1022167642188,11370,1,2810000.00,2026-06-26T23:28:10Z
1022167642188,12618,360,40.00,2026-06-26T23:28:10Z
1022167642188,12620,360,35.00,2026-06-26T23:28:10Z
1022167642188,16391,1,712900.00,2026-06-26T23:28:10Z
1022167642188,23009,720,540.10,2026-06-26T23:28:10Z
1022167642188,23015,720,714.00,2026-06-26T23:28:10Z
1022167642188,28668,50,27890.00,2026-06-26T23:28:10Z
1022167642188,31177,3,155000.00,2026-06-26T23:28:10Z
1022167642188,31358,1,848600.00,2026-06-26T23:28:10Z
1022167642188,31370,1,279000.00,2026-06-26T23:28:10Z
1022167642188,31538,1,1500000.00,2026-06-26T23:28:10Z
1022167642188,33076,1,89000.00,2026-06-26T23:28:10Z
1022167642188,34496,1,5984000.00,2026-06-26T23:28:10Z
1022167642188,438,1,2446000.00,2026-06-26T23:43:16Z
1022167642188,448,1,1592000.00,2026-06-26T23:43:16Z
1022167642188,519,2,1158000.00,2026-06-26T23:43:16Z
1022167642188,608,1,1499000.00,2026-06-26T23:43:16Z
1022167642188,1236,1,593100.00,2026-06-26T23:43:16Z
1022167642188,1335,3,200000.00,2026-06-26T23:43:16Z
1022167642188,1355,1,761900.00,2026-06-26T23:43:16Z
1022167642188,2048,1,587200.00,2026-06-26T23:43:16Z
1022167642188,2281,1,2240000.00,2026-06-26T23:43:16Z
1022167642188,2488,8,534900.00,2026-06-26T23:43:16Z
1022167642188,2873,2,395000.00,2026-06-26T23:43:16Z
1022167642188,2913,6,2350000.00,2026-06-26T23:43:16Z
1022167642188,3074,3,812000.00,2026-06-26T23:43:16Z
1022167642188,3244,1,1153000.00,2026-06-26T23:43:16Z
1022167642188,4027,2,87320.00,2026-06-26T23:43:16Z
1022167642188,5405,1,37660.00,2026-06-26T23:43:16Z
1022167642188,5839,2,3837000.00,2026-06-26T23:43:16Z
1022167642188,10190,1,988900.00,2026-06-26T23:43:16Z
